,id,key,badges,banned,bio,blocked,comments,datatype,followed,user_followers,user_following,following,human,integration,isFollowingYou,joined,lastseents,likes,media,muted,pendingFollow,posts,private,profilePhoto,rss,state,userid,username,verified,verifiedComments,username_length,error_code,error_desc,error_details
1760,9ee3028801a1471f8e850aa721c032a7,9ee3028801a1471f8e850aa721c032a7,[0],False,"God 1st, Independent, Conservative, 2A 3%, The Silent Army, Virginian to the core. #WWG1WGA, Dave Turner on MeWe, #KAG, #MAGA",False,9.0,user_profile,False,18.0,110.0,110.0,True,False,False,6/29/20 19:49,2021-01-09 23:16:15.161941 UTC,43.0,3.0,False,False,44.0,False,6b3b0bb05d954b29acff2a3394a4808d,False,,9ee3028801a1471f8e850aa721c032a7,FFTyranny,False,False,9,200,account exists,
1763,02f9f63981384a2e8b0b0aaa4019ddc9,02f9f63981384a2e8b0b0aaa4019ddc9,[],False,"We are the 53% of God-loving, military-honoring, tax paying AMERICANS who love FREEDOM and CAPITALISM! #MAGA #NRA #1A #2A #TRUMP #TrumpTrain #Trump2020",False,1.0,user_profile,False,125.0,58.0,58.0,False,False,False,5/27/20 15:15,2020-12-21 05:27:30.798476 UTC,0.0,3.0,False,False,18.0,False,6969d0e0264e40128fbb9e8c33244970,False,,02f9f63981384a2e8b0b0aaa4019ddc9,fifty3percent,False,False,13,200,account exists,
1764,fe81d8eeb377402b8fad6308a8e5b1c3,fe81d8eeb377402b8fad6308a8e5b1c3,[],False,#WWG1WGA #digitalsolder #qanonpatriots #maga #3%,False,11.0,user_profile,False,3100.0,4100.0,4100.0,False,False,False,6/27/20 2:15,2020-12-20 06:45:17.421959 UTC,4100.0,4.0,False,False,3000.0,False,b86865e0441f4b51961a248362f4859f,False,,fe81d8eeb377402b8fad6308a8e5b1c3,Jimbo71,False,False,7,200,account exists,
1767,7248d23c334e4bb6b60f50894c038ebd,7248d23c334e4bb6b60f50894c038ebd,[],False,Full red blooded American Patriot!! Keeping America Great one liberal tear at a time. Truth seeker and Pizzagate exposer. In God I Trust. 3 Percenter survival/tactics/weapons/ham,False,4.0,user_profile,False,68.0,67.0,67.0,False,False,False,7/31/20 10:12,2020-12-22 04:20:10.481843 UTC,1.0,0.0,False,False,48.0,False,66ca71417a2a427f8164b78d40bdb907,False,,7248d23c334e4bb6b60f50894c038ebd,3Percentile,False,False,11,200,account exists,
1768,64ab875ecd1f430dbfcceb37e0c30a5d,64ab875ecd1f430dbfcceb37e0c30a5d,[0],False,"1/2 Mutt, 33% Scotch Romanian, three fourths Samurai-Inuit, but mostly illiterate. Recovering Democrat, stand up philosopher and retired Somali Pirate. Available for kids parties and Bar Mitzvah’s",False,933.0,user_profile,False,623.0,221.0,221.0,True,False,False,6/18/20 22:21,2020-12-22 02:39:03.932345 UTC,3800.0,5.0,False,False,59.0,False,7cf3870fd7fd4fd99d02fa118158e53d,False,,64ab875ecd1f430dbfcceb37e0c30a5d,Damdiver,False,False,8,200,account exists,
1769,84aff856bf0146d1923d551a452c17b2,84aff856bf0146d1923d551a452c17b2,[],False,"Proud Kilt wearing, whisky drinking Scot. 3%/MAGA/Patriot",False,12.0,user_profile,False,39.0,134.0,134.0,False,False,False,6/1/19 6:10,2020-12-22 11:17:13.11423 UTC,76.0,0.0,False,False,12.0,False,da52de3708914b329afd436916ef92c6,False,,84aff856bf0146d1923d551a452c17b2,KiltsandWhisky,False,False,14,200,account exists,
1771,b472d4a4e800466885613d6ea1c4675f,b472d4a4e800466885613d6ea1c4675f,[],False,MAGA. Proud deplorable. Christian. Father and foster parent too. Husband. Work from home doing difficult web projects and other coding projects. Three Percenter in SC. Patriot. ,False,21.0,user_profile,False,230.0,79.0,79.0,False,False,False,5/29/19 21:09,2020-12-21 13:19:58.727887 UTC,96.0,24.0,False,False,190.0,False,40a4e7e5de7d46e2a63afdea1c1ea142,False,,b472d4a4e800466885613d6ea1c4675f,mikeross,False,False,8,200,account exists,
1775,94d067552d6642b3a357b0ff834bfb48,94d067552d6642b3a357b0ff834bfb48,[0],False,#TEXAS #MAGA #KAG #PROLIFE President Donald Trump. Fiscal Conservative. #Trump Retired Biker. #PARLER. ����Trump 100% Since Day One ���� 3%er.,False,287.0,user_profile,False,10000.0,10000.0,10000.0,True,False,False,5/30/19 2:10,2020-12-20 22:26:29.131522 UTC,129.0,18.0,False,False,719.0,False,9d70e7453cf74bfab47c82dd63d15cf6,False,,94d067552d6642b3a357b0ff834bfb48,Tombstone1954,False,False,13,200,account exists,
1776,9a2cbbb2f7dd41318728a82111e90ea0,9a2cbbb2f7dd41318728a82111e90ea0,[0],False,"Constitutionalist Marine Corps Daughter. I STAND with General Flynn #MAGA
National Asst Director Personell- Union of Three Percenter American Patriots III% #WWG1WGA_WORLDWIDE",False,43.0,user_profile,False,317.0,372.0,372.0,True,False,False,5/27/20 22:28,2020-12-21 21:28:58.125946 UTC,87.0,13.0,False,False,34.0,False,f3c0878c1a1b44af87c598257050dc42,False,,9a2cbbb2f7dd41318728a82111e90ea0,Patriot8675309,False,False,14,200,account exists,
1777,46a7939d2046478cbc7eb9da213e5749,46a7939d2046478cbc7eb9da213e5749,[],False,"North Carolina Born, MAGA,KAG, 3%er.
I Love My Country.",False,17.0,user_profile,False,360.0,283.0,283.0,False,False,False,6/4/19 14:14,2021-01-11 06:56:06.962173 UTC,70.0,0.0,False,False,89.0,False,2d9a9b7429bb4d1c90dfface1dedc887,False,,46a7939d2046478cbc7eb9da213e5749,jtbrowning,False,False,10,200,account exists,
1782,d07859ca8fd341569e12a8fc4ab08a9c,d07859ca8fd341569e12a8fc4ab08a9c,[0],False,"2a Supporter
Vetted Three Percenter
Faith, Family, Firearms

#threeper
#trump2020CEO of @ammoxaloha (product reviews, blogging, etc.)COO of @prestigearmory (firearm accessories and survival gear)",False,0.0,user_profile,False,52.0,89.0,89.0,True,False,False,7/2/20 2:40,2020-12-20 11:44:52.96109 UTC,8.0,5.0,False,False,20.0,False,4b37cac8a7f24745b87d15e091919a01,False,,d07859ca8fd341569e12a8fc4ab08a9c,Outkastxleo,False,False,11,200,account exists,
1783,601bc66fa0e24c2bae8c0046f36ec0b1,601bc66fa0e24c2bae8c0046f36ec0b1,[0],False,"follow back all MAGA, Christian, hook up hoes and muslims blocked. DMs ignored. 3%",False,2200.0,user_profile,False,3200.0,3500.0,3500.0,True,False,False,6/2/19 1:52,2021-01-09 18:27:01.44542 UTC,4600.0,51.0,False,False,2900.0,False,42b50ffb39cd4b398b5f1f36782bd5c8,False,,601bc66fa0e24c2bae8c0046f36ec0b1,elwooddiggler,False,False,13,200,account exists,
1784,f9022ab728114c369d6b947dac204784,f9022ab728114c369d6b947dac204784,[0],False,"AMERICA FIRST! Freespeech Advocate, Gamer, Lake Dweller, engaged, love my job and I love Nature.1776 the 3% never rest.",False,6.0,user_profile,False,53.0,100.0,100.0,True,False,False,6/26/20 16:34,2020-12-20 03:15:13.924785 UTC,243.0,1.0,False,False,142.0,False,a411a42913f24c10bf4aae77b48b0fc0,False,,f9022ab728114c369d6b947dac204784,The3percent,False,False,11,200,account exists,
1785,bd5e376be27c443da24ed83b3ff5de7c,bd5e376be27c443da24ed83b3ff5de7c,[],False,Trying to keep in touch with all my 3% god loving Patriots..Facebook has run us off..the tree of liberty needs refreshed!!! Trump 2020!!,False,0.0,user_profile,False,22.0,46.0,46.0,False,False,False,9/6/20 17:13,2021-01-11 05:23:53.89356 UTC,0.0,0.0,False,False,1.0,False,d3cd4a3afcf24705b92ec5b2c9341b24,False,1.0,bd5e376be27c443da24ed83b3ff5de7c,Georgevannoy,False,False,12,200,account exists,
1786,616d39f917214c2b990327084c78b193,616d39f917214c2b990327084c78b193,[],False,"NYC born & raised patriot 3%. Daughter of PurpleHeart combat vet, mother of USMC lieutenant. Eager supporter of our awesome POTUS 45 since BEFORE the escalator. ",False,0.0,user_profile,False,23.0,0.0,0.0,False,False,False,5/31/19 12:54,2020-12-21 20:45:28.563836 UTC,0.0,0.0,False,False,0.0,False,,False,,616d39f917214c2b990327084c78b193,Katwoman,False,False,8,200,account exists,
1788,34c50d3b371b4f0987e750570a0a4844,34c50d3b371b4f0987e750570a0a4844,[],False,"��Pró Armamentista��
When tyranny becomes law.
Quando a tiranias se torna lei.
Rebellion becomes duty.
A rebelion se torna dever. 3%
Sigua nós bons!",False,0.0,user_profile,False,48.0,23.0,23.0,False,False,False,7/20/20 19:56,2020-12-22 15:20:20.382186 UTC,3.0,6.0,False,False,7.0,False,175b83836a6b4d569797d11edaa2cd3e,False,,34c50d3b371b4f0987e750570a0a4844,armados,False,False,7,200,account exists,
1790,cab21ee5d43645e59bb0440abf5c983b,cab21ee5d43645e59bb0440abf5c983b,[],False,Christian constitutional Conservative. Who plays golf. A Veteran of Deseret Storm. Who believes in the 3% Molon Labe. ,False,4.0,user_profile,False,69.0,8.0,8.0,False,False,False,6/28/19 15:27,2020-12-21 10:15:57.295507 UTC,0.0,0.0,False,False,3.0,False,1da7debdc06b40b2b2c2bc572d1354c6,False,,cab21ee5d43645e59bb0440abf5c983b,Wmgolf,False,False,6,200,account exists,
1791,1551b050aaa044bb995e6c18f41ac855,1551b050aaa044bb995e6c18f41ac855,[],False,"NE washington mountain man, mechanic, survival, hunter, patriot, mma , 3%, hot rodder, everything outdoors,",False,57.0,user_profile,False,35.0,26.0,26.0,False,False,False,8/20/20 0:54,2020-12-21 00:51:17.501366 UTC,36.0,2.0,False,False,20.0,False,98cfd6b6f5ba4f51a8f067d5954ffbbd,False,1.0,1551b050aaa044bb995e6c18f41ac855,rob383,False,False,6,200,account exists,
1792,cfe28649454b4e25bd939de99cbcfeaf,cfe28649454b4e25bd939de99cbcfeaf,[],False,"Member of the Union of the Three Percent American Patriots and Colorado VP. tattoos, country, bikes, and belive it or not, watches.",False,2.0,user_profile,False,0.0,2.0,2.0,False,False,False,11/25/20 4:04,2021-01-11 06:12:46.896513 UTC,0.0,0.0,False,False,4.0,False,de4d56f986b448dbadc19c539f2ed19b,False,1.0,cfe28649454b4e25bd939de99cbcfeaf,4Blue4,False,False,6,200,account exists,
1793,89fd1c53ee9141d895048a373482d118,89fd1c53ee9141d895048a373482d118,[],False,mom.wife.daughter.patriot.3%er til I die,False,0.0,user_profile,False,0.0,6.0,6.0,False,False,False,1/7/21 15:49,2021-01-08 06:54:53.285028 UTC,0.0,0.0,False,False,2.0,False,,False,1.0,89fd1c53ee9141d895048a373482d118,Brighteyes89,False,False,12,200,account exists,
1795,ec9cb1c98f6c4f318489209dcfcf0cae,ec9cb1c98f6c4f318489209dcfcf0cae,[],False,"I am a 10 year veteran , husband ,father and proud American 3%",False,1.0,user_profile,False,1.0,6.0,6.0,False,False,False,11/9/20 19:43,2020-12-21 23:46:36.090296 UTC,1.0,0.0,False,False,1.0,False,bd3ab6c895874c1cbeacbd91b5b24304,False,1.0,ec9cb1c98f6c4f318489209dcfcf0cae,BLOODEDWOLF13,False,False,13,200,account exists,
1796,e9037a8ac748466d85270c8a38fa3fbd,e9037a8ac748466d85270c8a38fa3fbd,[],False,Father * Vet * EE * Constitutional conservative * Peaceful Warrior * 3% * 2A * BDWD,False,1.0,user_profile,False,14.0,64.0,64.0,False,False,False,6/26/20 11:12,2020-12-22 04:32:52.301422 UTC,42.0,0.0,False,False,10.0,False,86ff44e2b80b4efcb2c61a76cdec24d5,False,,e9037a8ac748466d85270c8a38fa3fbd,Perrypp,False,False,7,200,account exists,
1797,fb0e8dfda1a34e50908f1ce9d2d6e01f,fb0e8dfda1a34e50908f1ce9d2d6e01f,[],False,Three percenter.,False,0.0,user_profile,False,14.0,26.0,26.0,False,False,False,10/26/20 18:14,2021-01-11 03:15:09.236713 UTC,9.0,3.0,False,False,12.0,False,969a42038a614deba9f4ab5f596ba3e2,False,1.0,fb0e8dfda1a34e50908f1ce9d2d6e01f,Natepurifoy,False,False,11,200,account exists,
1799,0ce2e461c52f43f0b546459ecd36d272,0ce2e461c52f43f0b546459ecd36d272,[],False,"An old Biker, Grandpa, 3%er.",False,23.0,user_profile,False,4.0,42.0,42.0,False,False,False,11/9/20 0:21,2021-01-10 22:30:17.01552 UTC,36.0,3.0,False,False,16.0,False,e9462396554d44fd90b7fd1ccdf408f4,False,1.0,0ce2e461c52f43f0b546459ecd36d272,Hawkeye234,False,False,10,200,account exists,
1800,081c3aa84d94477e9ed0768ac5d3b20a,081c3aa84d94477e9ed0768ac5d3b20a,[],False,"I’m a conservative constitutionalist. I don’t believe we as a nation are systematically racist. I’m of the opinion the democrat party is steeped in MARXIST ideology,they can’t turn back. I’m the 3%...",False,40.0,user_profile,False,4.0,13.0,13.0,False,False,False,10/3/20 2:58,2020-12-22 15:41:10.860786 UTC,43.0,2.0,False,False,93.0,False,e8c77605f1fb474a9378a19a77da3bf7,False,1.0,081c3aa84d94477e9ed0768ac5d3b20a,Cuzndupree,False,False,10,200,account exists,
1801,d0a604b54e9a42958f885a1bfb16359c,d0a604b54e9a42958f885a1bfb16359c,[],False,"Fanpage: https://www.facebook.com/Girlan-Quidute-Pol%C3%ADtica-107272181028549/
 - Brasileiro
 - Patriota
 - A favor da Família
 - Antiabortista
 - Tweeter: https://twitter.com/QUIDUTEOLIVEIRA",False,0.0,user_profile,False,8.0,21.0,21.0,False,False,False,6/29/20 17:17,2020-12-20 22:12:45.381574 UTC,2.0,2.0,False,False,5.0,False,e991c36244884a9fb806c875a43f17b2,False,,d0a604b54e9a42958f885a1bfb16359c,girlanquidute,False,False,13,200,account exists,
1810,26afe6d1d15c4b03871047605195d3c5,26afe6d1d15c4b03871047605195d3c5,[0],False,"I'm a British/American Citizen, I'm 35% British, 32% Scandinavian (Viking) & 33% European. I'm an assistant Harbour Master on the Chesapeake Bay and drone pilot.",False,0.0,user_profile,False,6.0,14.0,14.0,True,False,False,11/11/20 0:43,2020-12-22 06:33:18.892624 UTC,4.0,1.0,False,False,3.0,False,a10cc891545040878cc36d5da0ea9edd,False,1.0,26afe6d1d15c4b03871047605195d3c5,Wilsonukus2,False,False,11,200,account exists,
1811,431c8d8cc56f4dd0ac2e5e240a601020,431c8d8cc56f4dd0ac2e5e240a601020,[],False,"While most see it as the 1% vs the 99%. It is a case of the 1% trying to convince the other 96%, that those of us that seek to speak the truth, the 3% are the enemy of the people. (MAGA=JFK>JRB+KDH)",False,3.0,user_profile,False,5.0,34.0,34.0,False,False,False,11/15/20 4:25,2020-12-20 19:43:59.942755 UTC,0.0,1.0,False,False,4.0,False,f77084cd10674312a85a198484598862,False,1.0,431c8d8cc56f4dd0ac2e5e240a601020,Darkdeacon,False,False,10,200,account exists,
1813,5ecec9a16ca745689495305460e1a3b6,5ecec9a16ca745689495305460e1a3b6,[0],False,"Industrial mechanic
Father
3%er
Musician
#trump2020
From Schuylkill County Pennsylvania #skook#",False,33.0,user_profile,False,419.0,785.0,785.0,True,False,False,7/24/20 7:45,2020-12-20 03:45:26.165519 UTC,332.0,17.0,False,False,138.0,False,fd168bda348f42da88218fcd720666a9,False,,5ecec9a16ca745689495305460e1a3b6,Andrewraibeck,False,False,13,200,account exists,
1814,4f41abf4cd314d58b8d7ec9c24e43939,4f41abf4cd314d58b8d7ec9c24e43939,[],False,TRUMP IS MY ONLY PRESIDENT#WWG1WGA#MAGA#3%ers,False,17.0,user_profile,False,61.0,85.0,85.0,False,False,False,11/7/20 19:35,2020-12-22 12:36:27.546763 UTC,30.0,1.0,False,False,19.0,False,ec7c784d99b149eebc15b30061edf82f,False,1.0,4f41abf4cd314d58b8d7ec9c24e43939,JuliaGeorge1,False,False,12,200,account exists,
1815,de83f98931234ca48c8f98ef6043fd25,de83f98931234ca48c8f98ef6043fd25,[0],False,"American Patriot...Pro Trump.. Pro 2A... Pro LE..
Three Percenters, FL",False,3.0,user_profile,False,850.0,1200.0,1200.0,True,False,False,9/3/20 1:03,2020-12-22 06:27:21.078185 UTC,131.0,12.0,False,False,140.0,False,5caaa0846f9348dfa1a87da9852a9b02,False,1.0,de83f98931234ca48c8f98ef6043fd25,RobertLittle110,False,False,15,200,account exists,
1816,eafa5bd212e1470dad6b707d3740fda2,eafa5bd212e1470dad6b707d3740fda2,[0],False,God. Family. Country. Arizonian. 2A. 3%. I will not kneel or be muzzled. I prefer dangerous freedom over peaceful slavery. WWG1WGA,False,48.0,user_profile,False,120.0,171.0,171.0,True,False,False,7/21/20 3:48,2020-12-20 10:36:01.79774 UTC,182.0,9.0,False,False,166.0,False,deba8671b43841d9a2f57a786b043505,False,,eafa5bd212e1470dad6b707d3740fda2,kilravock,False,False,9,200,account exists,
1818,75e39ec8571347c59b83c36ffdca10b1,75e39ec8571347c59b83c36ffdca10b1,[0],False,"swim coaching martial artist who builds custom motorcycles and lives 3%er. ....... Maulitia MC....Maulitia MC. I love our country, its freedoms and wont stand for tyranny of any kind",False,83.0,user_profile,False,77.0,59.0,59.0,True,False,False,11/13/20 13:02,2020-12-22 00:03:00.734238 UTC,433.0,16.0,False,False,199.0,False,dc886ee447644d1baf6194804cc39a5c,False,1.0,75e39ec8571347c59b83c36ffdca10b1,Panheadkicker,False,False,13,200,account exists,
1819,a22af0a34bd8410fb7c3d6a8138b5e0f,a22af0a34bd8410fb7c3d6a8138b5e0f,[0],False,"Conservative Activist, 3%er, mother of 4– Love my god, my family, my country. Will fight to defend each. 2A ALL THE WAY!!",False,10.0,user_profile,False,68.0,51.0,51.0,True,False,False,6/25/20 2:13,2020-12-22 02:53:38.091116 UTC,116.0,1.0,False,False,15.0,False,e195a532fa7a4c949fae34e2f0a87183,False,,a22af0a34bd8410fb7c3d6a8138b5e0f,BarbaraRuth,False,False,11,200,account exists,
1820,2bc5757721304d12a86d8f268ca4a34e,2bc5757721304d12a86d8f268ca4a34e,[0],False,"NCSWIC - I'm a Red Blooded American Patriot, USN Veteran, Husband, Dad, PopPop & Drummer, whose name's on the blank check. Constitution follower. 3%er in a 1% world. WWG1WGA TRUMP TRAIN 2020 & Beyond",False,1400.0,user_profile,False,1500.0,966.0,966.0,True,False,False,5/27/20 13:36,2020-12-21 18:02:20.076591 UTC,5900.0,38.0,False,False,4200.0,False,d1dbb6ae92c34c9cb52be755065d35a1,False,,2bc5757721304d12a86d8f268ca4a34e,drummer67,False,False,9,200,account exists,
1823,c2e80df3fdda421fa470eb74baaf2f3f,c2e80df3fdda421fa470eb74baaf2f3f,[],False,"Love GOD, FAMILY & COUNTRY, Trump Supporter from day 1...3% all the way...82nd Airborne Disabled Veteran...GOD, GUTS & GUNS are what made America Great. I say let's keep it that way...TRUMP2020",False,45.0,user_profile,False,343.0,427.0,427.0,False,False,False,11/25/19 20:51,2020-12-21 15:35:27.805138 UTC,729.0,0.0,False,False,819.0,False,7416fc1e43764f1a8c0f735887c27a2c,False,,c2e80df3fdda421fa470eb74baaf2f3f,Coggin1,False,False,7,200,account exists,
1825,f0d00a19ba1242d587d88c70a2fe9b56,f0d00a19ba1242d587d88c70a2fe9b56,[0],False,"AMERICAN TEXAN Mexican! Diehard Trump supporter from day 1!! TEXAN. PATRIOT! MAGA-KAG! ANTI- SOCIALIST & ANTI-COMMUNIST!! SI VIS PACEM PARA BELLUM!! IT'S TIME TO PUT THE @DNC OUT TO PASTURE!!! 2A, 3%",False,12.0,user_profile,False,2500.0,2400.0,2400.0,True,False,False,5/31/19 3:55,2020-12-20 10:24:06.616452 UTC,6800.0,8.0,False,False,7500.0,False,f5be43ee70b04908a2e1ead2d87e1c3a,False,,f0d00a19ba1242d587d88c70a2fe9b56,spursfan420,False,False,11,200,account exists,
1826,8501be16267d369bb3aa7e6b5d034bdf,8501be16267d369bb3aa7e6b5d034bdf,[],False,"God fearing Conservative #MAGA, Molon Labe, 3%er, Gun Owner, Hunter, Believer in small government and the Constitution of the UNITED STATES OF AMERICA!!",False,5.0,user_profile,False,3100.0,3400.0,3400.0,False,False,False,12/10/18 14:36,2020-12-21 11:50:05.90005 UTC,8.0,3.0,False,False,40.0,False,c2ab6291c29b4afe1c40d613845c0cc6,False,,8501be16267d369bb3aa7e6b5d034bdf,Hutch,False,False,5,200,account exists,
1827,4d591664570645f1a334463e3aa7486a,4d591664570645f1a334463e3aa7486a,[0],False,"USAF Vet Desert Shield/Storm, Airline Transport Pilot, #1 #2A Donald Trump is my President ����������������
3% Neanderthal ��% Deplorable",False,88.0,user_profile,False,199.0,190.0,190.0,True,False,False,5/27/20 3:17,2020-12-22 07:09:54.495985 UTC,199.0,3.0,False,False,76.0,False,ddb0db7366934ec886b9a0f686f961a9,False,,4d591664570645f1a334463e3aa7486a,G159pilot,False,False,9,200,account exists,
1828,3eeb374320c648f8a6c273db14a1721c,3eeb374320c648f8a6c273db14a1721c,[],False,"97% Ethnic British Celt, with 3% marauding Viking 100% Brexteer - Love my country/culture���� Hate Ungrateful EU, Hate Islam #BanHalal #freespeech",False,12.0,user_profile,False,612.0,680.0,680.0,False,False,False,6/20/20 11:37,2020-12-22 14:29:49.276479 UTC,212.0,0.0,False,False,128.0,False,bd4911ab21b840f8bd40bd771777ab09,False,,3eeb374320c648f8a6c273db14a1721c,Iammikebooth,False,False,12,200,account exists,
1830,8b19d6ca86c84c05b673eb59cc9d56f6,8b19d6ca86c84c05b673eb59cc9d56f6,[],False,100% Red Blooded Patriot.. 3%/ Alpha Male. On a Steel Horse i Ride with an AR strapped to my back and a 40 cal on my hip.. Fuck BLM/ANTIFA,False,198.0,user_profile,False,2000.0,2300.0,2300.0,False,False,False,6/1/19 14:59,2020-12-22 13:30:06.588733 UTC,370.0,0.0,False,False,207.0,False,a9e62bdfa9db4d3c88bac9a62dcd716f,False,,8b19d6ca86c84c05b673eb59cc9d56f6,NightSinners,False,False,12,200,account exists,
1831,0e355de4533d478d916a7fb2e24a07de,0e355de4533d478d916a7fb2e24a07de,[],False,"Imperfect Christian☆Husband and Father☆Trump Supporter and Constitutionalist☆3%☆Lover of America & Freedom☆����Love Concerts, Traveling, and Making Memories ❤ Wrestling☆MMA, and Football. GO IRISH!☘��",False,3.0,user_profile,False,60.0,90.0,90.0,False,False,False,8/25/20 1:06,2020-12-22 16:49:34.397418 UTC,1.0,0.0,False,False,2.0,False,19570fac859d43f2ad3dcf635ce865ab,False,1.0,0e355de4533d478d916a7fb2e24a07de,Tbone129,False,False,8,200,account exists,
1832,89e46f79e23d405b93f026b95a80fbfa,89e46f79e23d405b93f026b95a80fbfa,[0],False,"** Patriot ** 3% ** 3UPNC ** Constitutionalist ** #reopenNC

Cape Fear Bail Bonds 
Longleaf Surety 
Living The Essential Life
Wilmington, NC",False,16.0,user_profile,False,167.0,315.0,315.0,True,False,False,5/27/20 0:29,2020-12-22 13:17:57.039914 UTC,41.0,10.0,False,False,56.0,False,4f92a984d2e04dc3a95dea571b25cfc0,False,,89e46f79e23d405b93f026b95a80fbfa,MissKay,False,False,7,200,account exists,
1833,8f9bc4ef8b484027bc643badb09cd9aa,8f9bc4ef8b484027bc643badb09cd9aa,[],False,"Patriotic American ����, 3% ����Proud Parent & Grandfather. Support The Troops & men and women in blue.��✝️ love guns and Apple pie ��.#MAGA",False,3.0,user_profile,False,235.0,137.0,137.0,False,False,False,7/25/19 15:41,2021-01-10 16:44:18.385967 UTC,2.0,0.0,False,False,1.0,False,f4ddbeed8437452dae05b663f0605145,False,,8f9bc4ef8b484027bc643badb09cd9aa,JoeAP,False,False,5,200,account exists,
1834,dcc45c24b6414d108de252d1f85cc60d,dcc45c24b6414d108de252d1f85cc60d,[0],False,"Loving husband, dad, grandad, great grandad . Wa 3% member, ���� Patriot ����, Jesus is my Lord and Savior. God bless America. ""Do not go gentle into that good night."" -Dylan Thomas. MOLON LABE!",False,7.0,user_profile,False,28.0,36.0,36.0,True,False,False,7/30/20 12:46,2020-12-21 19:27:40.764457 UTC,28.0,3.0,False,False,29.0,False,269b9929493a4264a64d9216567acb9b,False,,dcc45c24b6414d108de252d1f85cc60d,Sig226,False,False,6,200,account exists,
1837,3d627140c7fa474e81661b6faf8377b5,3d627140c7fa474e81661b6faf8377b5,[],False,"83% English, 10% Irish, 4% Norwegian and 3% Swedish �� Texan. Love family, friends, classic movies, sun worshipping, booze and my dog Finn. Laughter♥️",False,8.0,user_profile,False,16.0,29.0,29.0,False,False,False,6/25/20 14:28,2020-12-21 22:54:22.261569 UTC,77.0,0.0,False,False,3.0,False,79bbf10d99544a9599da961cc2e34772,False,,3d627140c7fa474e81661b6faf8377b5,SnookTrey,False,False,9,200,account exists,
1838,994ffd7c666542d292e3c4742d7d6d4d,994ffd7c666542d292e3c4742d7d6d4d,[],False,Just a simple type of a guy. #3% #1776 #hoosier #s&w,False,4.0,user_profile,False,19.0,14.0,14.0,False,False,False,11/14/20 17:32,2020-12-21 00:56:41.521958 UTC,63.0,7.0,False,False,107.0,False,f3f1dd9d790949789d44050515557a38,False,1.0,994ffd7c666542d292e3c4742d7d6d4d,CamoTurkeybird,False,False,14,200,account exists,
1840,386564a349614d8ca9904f9d25dea0f7,386564a349614d8ca9904f9d25dea0f7,[0],False,happily married love my country three percenter constitutionalist who opposes communism and tyranny,False,3.0,user_profile,False,18.0,18.0,18.0,True,False,False,11/14/20 4:52,2020-12-20 09:36:52.430151 UTC,53.0,1.0,False,False,12.0,False,2661c89394e543ac87a0ec09f295900a,False,1.0,386564a349614d8ca9904f9d25dea0f7,AldenZ6,False,False,7,200,account exists,
1842,bf2646db19a84c6394a341ebc2d3ec58,bf2646db19a84c6394a341ebc2d3ec58,"[0, 4]",False,"Independent populist Catholic to the core. 3% patriot. Retired 25 year Army Veteran, eleven bravo. Theologian and Philosopher. Graduate degree in symbolic logic. University of Southampton alumni",False,,user_profile,False,,,,True,False,False,6/27/20 21:29,2020-12-21 14:38:54.106164 UTC,,,False,False,,True,4d96229698db4a25a530b74fd2dd6578,False,,bf2646db19a84c6394a341ebc2d3ec58,Crabtreedb,False,False,10,200,account exists,
1845,61484cd2690542118b3074232da5b402,61484cd2690542118b3074232da5b402,[],False,"Patriot, Veteran, 3%, Animal Lover, Proud American",False,2.0,user_profile,False,0.0,16.0,16.0,False,False,False,11/8/20 20:31,2021-01-11 07:37:01.52166 UTC,57.0,1.0,False,False,23.0,False,57cb75b0d95c465bbec548adb2a5cdaf,False,1.0,61484cd2690542118b3074232da5b402,Mazongrace,False,False,10,200,account exists,
1846,2730e7980776467ea5349b0be47b7e63,2730e7980776467ea5349b0be47b7e63,[],False,"I am a Liberty loving man. Permission is NOT required. 
Don’t Tread On Me!
3%",False,0.0,user_profile,False,2.0,21.0,21.0,False,False,False,11/17/20 13:55,2020-12-22 01:46:23.210269 UTC,7.0,8.0,False,False,11.0,False,f50272b4e8114989a5571a89a669fec0,False,1.0,2730e7980776467ea5349b0be47b7e63,NathanBallTx,False,False,12,200,account exists,
1847,0087bc9aa38d411597a08833e79b4843,0087bc9aa38d411597a08833e79b4843,[],False,"Patriot 3%er with a love for God, Family, Country and all things good in life.",False,0.0,user_profile,False,1.0,0.0,0.0,False,False,False,6/15/19 9:51,2021-01-11 06:27:18.138814 UTC,0.0,0.0,False,False,0.0,False,,False,,0087bc9aa38d411597a08833e79b4843,JeffJohnson55,False,False,13,200,account exists,
1848,06eeff3b2cb94f4e8c309ff32061805a,06eeff3b2cb94f4e8c309ff32061805a,[],False,"2A, 3%, Q, Freedom ��",False,2.0,user_profile,False,1.0,8.0,8.0,False,False,False,11/23/20 6:18,2020-12-21 06:05:41.214219 UTC,1.0,0.0,False,False,3.0,False,109952c4b9ae40b19bd3d11344814a43,False,1.0,06eeff3b2cb94f4e8c309ff32061805a,Moralesjose14,False,False,13,200,account exists,
