username,error_code,bio,metrics,followers_count,following_count,tweet_count,,,,,,,,,
fortunecookie96,200,,"{'followers_count': 1, 'following_count': 2, 'tweet_count': 0, 'listed_count': 0}",1,2,0,,,,,,,,,
americanthighs,200,I'm one tall Biatch!!,"{'followers_count': 1, 'following_count': 20, 'tweet_count': 4, 'listed_count': 0}",1,20,0,,,,,,,,,
JetLagged,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",0,0,0,,,,,,,,,
GAOK,200,Trisakti 10-14,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,
Ora et labora.....,,,,,,,,,,,,,,,
"Ora mangan, ora apa-apa.",GAOK,"{'followers_count': 523, 'following_count': 221, 'tweet_count': 7482, 'listed_count': 0}",221,0,,,,,,,,,,,
BlackFeather62,200,Entertainment Spellen Gaming Muziek,"{'followers_count': 3, 'following_count': 102, 'tweet_count': 8, 'listed_count': 0}",3,102,0,,,,,,,,,
ManOfThunder,200,"im 20 in august, im a tucson skater sponsored locally by smileys skate shop down on 4th ave and AZPX skateboards in phx, i like all types of music","{'followers_count': 9, 'following_count': 10, 'tweet_count': 294, 'listed_count': 0}",9,10,0,,,,,,,,,
Pipermac5,200,"Christian and Naturist, Child of God and joint-heir with Jesus Christ. Teaching-Elder at Cypress Cove Bible Fellowship. Fellow-struggler in the ditches of life.","{'followers_count': 436, 'following_count': 119, 'tweet_count': 5458, 'listed_count': 3}",436,119,3,,,,,,,,,
eyesonzion,200,,"{'followers_count': 1, 'following_count': 8, 'tweet_count': 0, 'listed_count': 0}",1,8,0,,,,,,,,,
Sgt0311,200,"Christian, Father, ProAmerican, U.S. Marine, War Veteran, Magnificent Bastard","{'followers_count': 86, 'following_count': 233, 'tweet_count': 460, 'listed_count': 0}",86,233,0,,,,,,,,,
JacobCuly,200,,"{'followers_count': 0, 'following_count': 12, 'tweet_count': 0, 'listed_count': 0}",0,12,0,,,,,,,,,
Njcm,200,,"{'followers_count': 25, 'following_count': 85, 'tweet_count': 0, 'listed_count': 1}",25,85,1,,,,,,,,,
Merrygw,200,"Integrity, Honor, https://t.co/1Wm70xmwFG For Life, #DrillBabyDrill,Conservative 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸”Semper Anticus” #45thID #MAGA #2A #KAG","{'followers_count': 1202, 'following_count': 2100, 'tweet_count': 1452, 'listed_count': 1}",1202,2100,1,,,,,,,,,
1AngryPatriot,200,,"{'followers_count': 0, 'following_count': 12, 'tweet_count': 6, 'listed_count': 0}",0,12,0,,,,,,,,,
Wayneblane,200,,"{'followers_count': 11, 'following_count': 0, 'tweet_count': 28, 'listed_count': 0}",11,0,0,,,,,,,,,
AF7007,200,,"{'followers_count': 1, 'following_count': 3, 'tweet_count': 2, 'listed_count': 0}",1,3,0,,,,,,,,,
Strikehold11b,200,God. Country. NASCAR. Bacon. Rock'n roll. Buckeyes. These colors don't run. Never Forget.  🇺🇸 I identify as American and not as a political affiliation. 🇺🇲,"{'followers_count': 118, 'following_count': 557, 'tweet_count': 5527, 'listed_count': 0}",118,557,0,,,,,,,,,
PAOathKeepers,200,,"{'followers_count': 53, 'following_count': 36, 'tweet_count': 52, 'listed_count': 0}",53,36,0,,,,,,,,,
G1Chief,200,"Puzzler, Gamer, Networker!","{'followers_count': 0, 'following_count': 0, 'tweet_count': 2, 'listed_count': 0}",0,0,0,,,,,,,,,
SALacy,200,,"{'followers_count': 6, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",6,0,0,,,,,,,,,
SommGuy,200,"Sommelier, Journalist, PR, Entrepreneur, Patriot","{'followers_count': 24, 'following_count': 71, 'tweet_count': 1129, 'listed_count': 3}",24,71,3,,,,,,,,,
BaconHeart,200,Haiku,"{'followers_count': 35, 'following_count': 205, 'tweet_count': 52, 'listed_count': 2}",35,205,2,,,,,,,,,
Cwo4ret,200,,"{'followers_count': 16, 'following_count': 0, 'tweet_count': 20, 'listed_count': 0}",16,0,0,,,,,,,,,
PISTOFFVET,200,,"{'followers_count': 0, 'following_count': 59, 'tweet_count': 0, 'listed_count': 0}",0,59,0,,,,,,,,,
JEFFSHULER,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",1,0,0,,,,,,,,,
Stormvet9091,200,,"{'followers_count': 7, 'following_count': 3, 'tweet_count': 4, 'listed_count': 0}",7,3,0,,,,,,,,,
RageCG24,200,"U.S. Navy FCC(SW) (Ret), Virginia, Nightmare DC Commuter. #2A, #NRA. Oath Keeper.","{'followers_count': 5, 'following_count': 101, 'tweet_count': 64, 'listed_count': 0}",5,101,0,,,,,,,,,
Demolay,200,The official Twitter account of DeMolay International,"{'followers_count': 4175, 'following_count': 661, 'tweet_count': 783, 'listed_count': 44}",4175,661,44,,,,,,,,,
DesertOK,200,,"{'followers_count': 1, 'following_count': 3, 'tweet_count': 2, 'listed_count': 0}",1,3,0,,,,,,,,,
Drbob1988,200,I don't then who will?,"{'followers_count': 843, 'following_count': 1857, 'tweet_count': 17710, 'listed_count': 5}",843,1857,5,,,,,,,,,
RomeoOscarBravo,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 7, 'listed_count': 0}",0,0,0,,,,,,,,,
G245,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Blackhawk542,200,,"{'followers_count': 2, 'following_count': 3, 'tweet_count': 7, 'listed_count': 0}",2,3,0,,,,,,,,,
REDvolution,200,,"{'followers_count': 4, 'following_count': 10, 'tweet_count': 0, 'listed_count': 0}",4,10,0,,,,,,,,,
Bighouse,200,Michigan has tallied over 350 victories in The Big House and has drawn in excess of 35 million fans.,"{'followers_count': 18600, 'following_count': 2559, 'tweet_count': 3718, 'listed_count': 392}",18600,2559,392,,,,,,,,,
TheRealPierce,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 14, 'listed_count': 0}",1,0,0,,,,,,,,,
RobJames,200,,"{'followers_count': 4, 'following_count': 6, 'tweet_count': 15, 'listed_count': 0}",4,6,0,,,,,,,,,
Usmc36,200,,"{'followers_count': 7, 'following_count': 25, 'tweet_count': 15, 'listed_count': 0}",7,25,0,,,,,,,,,
EagleEyes,200,,"{'followers_count': 6, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",6,0,0,,,,,,,,,
WPaxton,200,High School Principal,"{'followers_count': 10, 'following_count': 14, 'tweet_count': 6, 'listed_count': 0}",10,14,0,,,,,,,,,
comeonman777,200,Marine Corps veteran and True American.  DRAIN THE SWAMP!!!!! OathKeeper #MAGA #KAG,"{'followers_count': 2059, 'following_count': 0, 'tweet_count': 18623, 'listed_count': 1}",2059,0,1,,,,,,,,,
FrankCalamia,200,,"{'followers_count': 0, 'following_count': 2, 'tweet_count': 0, 'listed_count': 0}",0,2,0,,,,,,,,,
sugarbusch,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 7, 'listed_count': 0}",1,0,0,,,,,,,,,
pltodd,200,General Manager for SURG - MiKey's Milwaukee,"{'followers_count': 2, 'following_count': 1, 'tweet_count': 2, 'listed_count': 0}",2,1,0,,,,,,,,,
SeanBergin,200,,"{'followers_count': 0, 'following_count': 2, 'tweet_count': 26, 'listed_count': 0}",0,2,0,,,,,,,,,
Jleclair3131,200,"USAF Veteran T-38, C-5, A-10, and QF-4 Happily Marrried to my awesome wife @pleclair43 of 13 years. Please no single woman DM’s I’m married.","{'followers_count': 261, 'following_count': 679, 'tweet_count': 5616, 'listed_count': 0}",261,679,0,,,,,,,,,
Wolf6796,200,Music Country Arts & Culture Art,"{'followers_count': 18, 'following_count': 162, 'tweet_count': 417, 'listed_count': 0}",18,162,0,,,,,,,,,
GETRDONE,200,,"{'followers_count': 8, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",8,0,0,,,,,,,,,
Upinarms1,200,,"{'followers_count': 8, 'following_count': 10, 'tweet_count': 55, 'listed_count': 0}",8,10,0,,,,,,,,,
RLara,200,,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",2,0,0,,,,,,,,,
Imthebigbadwolf,200,...,"{'followers_count': 31, 'following_count': 3, 'tweet_count': 16, 'listed_count': 0}",31,3,0,,,,,,,,,
SpiderRacing,200,,"{'followers_count': 2, 'following_count': 1, 'tweet_count': 2, 'listed_count': 0}",2,1,0,,,,,,,,,
badmotorfinger,200,Geek.,"{'followers_count': 5, 'following_count': 21, 'tweet_count': 49, 'listed_count': 0}",5,21,0,,,,,,,,,
DananBurns,200,,"{'followers_count': 17, 'following_count': 129, 'tweet_count': 208, 'listed_count': 0}",17,129,0,,,,,,,,,
JedEckert,200,,"{'followers_count': 1, 'following_count': 20, 'tweet_count': 0, 'listed_count': 1}",1,20,1,,,,,,,,,
Kellyeod,200,,"{'followers_count': 35, 'following_count': 127, 'tweet_count': 720, 'listed_count': 0}",35,127,0,,,,,,,,,
Bagger99,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
RogueDeplorable,200,,"{'followers_count': 4, 'following_count': 0, 'tweet_count': 4, 'listed_count': 0}",4,0,0,,,,,,,,,
LudoH,200,Ludoh,"{'followers_count': 83, 'following_count': 1212, 'tweet_count': 667, 'listed_count': 3}",83,1212,3,,,,,,,,,
NoWeaponFormed,200,,"{'followers_count': 23, 'following_count': 205, 'tweet_count': 20, 'listed_count': 0}",23,205,0,,,,,,,,,
RooftopAmerican,200,,"{'followers_count': 12, 'following_count': 36, 'tweet_count': 38, 'listed_count': 1}",12,36,1,,,,,,,,,
Smhw,200,,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",2,0,0,,,,,,,,,
ShelbyGT500,200,,"{'followers_count': 9, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",9,0,0,,,,,,,,,
RonPatton,200,,"{'followers_count': 10, 'following_count': 5, 'tweet_count': 13, 'listed_count': 0}",10,5,0,,,,,,,,,
JMachtig,200,,"{'followers_count': 2, 'following_count': 4, 'tweet_count': 0, 'listed_count': 0}",2,4,0,,,,,,,,,
JokerActual,200,I'm just like that guy in that one movie.,"{'followers_count': 86, 'following_count': 264, 'tweet_count': 801, 'listed_count': 0}",86,264,0,,,,,,,,,
Renegade3000,200,"Primum, occidere in advocatorum, tunc exhaurire et palude","{'followers_count': 1, 'following_count': 35, 'tweet_count': 85, 'listed_count': 0}",1,35,0,,,,,,,,,
Xenodamus,200,may I offer you an egg during these trying times,"{'followers_count': 4, 'following_count': 77, 'tweet_count': 27, 'listed_count': 0}",4,77,0,,,,,,,,,
TonyBrace,200,,"{'followers_count': 32, 'following_count': 199, 'tweet_count': 438, 'listed_count': 1}",32,199,1,,,,,,,,,
AdamCEO,200,,"{'followers_count': 12, 'following_count': 369, 'tweet_count': 91, 'listed_count': 0}",12,369,0,,,,,,,,,
B345T,200,,"{'followers_count': 5, 'following_count': 18, 'tweet_count': 136, 'listed_count': 0}",5,18,0,,,,,,,,,
Kjman1958,200,,"{'followers_count': 7, 'following_count': 6, 'tweet_count': 0, 'listed_count': 0}",7,6,0,,,,,,,,,
Overyjake,200,,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 0, 'listed_count': 0}",0,4,0,,,,,,,,,
Hyattdavid,200,"Надо иметь много терпения, чтобы научиться быть терпеливым.","{'followers_count': 2427, 'following_count': 124, 'tweet_count': 2487, 'listed_count': 0}",2427,124,0,,,,,,,,,
CowboyKen,200,,"{'followers_count': 84, 'following_count': 199, 'tweet_count': 82, 'listed_count': 0}",84,199,0,,,,,,,,,
3JoursDuHaxxor,200,"0341 Marine des États-Unis,Hockey(Allez Remparts) Husband/Father.Electrical Engineer.Fmr Hackr. American Canadien-Français. Bi-lingual. Ironman Triathlete #MAGA","{'followers_count': 737, 'following_count': 1161, 'tweet_count': 27298, 'listed_count': 2}",737,1161,2,,,,,,,,,
VeteranDadDFW,200,Texan. USAF Veteran. Gen-Xer. Husband and Father. Writer. Amateur Photographer. Rucker. Veteran Support. Coffee.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
This is MY story.,veterandaddfw,"{'followers_count': 2, 'following_count': 35, 'tweet_count': 21, 'listed_count': 0}",35,0,,,,,,,,,,,
Kaelgee,200,Romans 8:28,"{'followers_count': 0, 'following_count': 6, 'tweet_count': 0, 'listed_count': 0}",0,6,0,,,,,,,,,
Mexbob,200,,"{'followers_count': 13, 'following_count': 160, 'tweet_count': 1423, 'listed_count': 0}",13,160,0,,,,,,,,,
BILLECK,200,"Dream Weaver, Coach, Mentor, Heritage Planner","{'followers_count': 7, 'following_count': 1, 'tweet_count': 15, 'listed_count': 0}",7,1,0,,,,,,,,,
OK242,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",0,0,0,,,,,,,,,
whiskey69,200,,"{'followers_count': 3, 'following_count': 31, 'tweet_count': 2, 'listed_count': 0}",3,31,0,,,,,,,,,
Dkajut,200,,"{'followers_count': 4, 'following_count': 0, 'tweet_count': 29, 'listed_count': 0}",4,0,0,,,,,,,,,
Usfsfirefighter,200,,"{'followers_count': 0, 'following_count': 12, 'tweet_count': 2, 'listed_count': 0}",0,12,0,,,,,,,,,
SeanMinneapolis,200,,"{'followers_count': 29, 'following_count': 80, 'tweet_count': 6, 'listed_count': 0}",29,80,0,,,,,,,,,
Defender1776,200,,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",2,0,0,,,,,,,,,
Defiance1776,200,Cyclist. Cat Dad. Gym Rat. Obssesed with Gastronomy. Penn State alumni,"{'followers_count': 90, 'following_count': 477, 'tweet_count': 264, 'listed_count': 4}",90,477,4,,,,,,,,,
Pakrm,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
TrevorTeague,200,,"{'followers_count': 19, 'following_count': 258, 'tweet_count': 411, 'listed_count': 0}",19,258,0,,,,,,,,,
IsalwaysRight,200,"The customer is always right, and often funny.","{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Mkwilliams,200,,"{'followers_count': 5, 'following_count': 4, 'tweet_count': 0, 'listed_count': 0}",5,4,0,,,,,,,,,
SWAGGERBOB,200,,"{'followers_count': 6, 'following_count': 20, 'tweet_count': 0, 'listed_count': 0}",6,20,0,,,,,,,,,
DaveRC,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 3, 'listed_count': 0}",0,0,0,,,,,,,,,
Dusty1776,200,,"{'followers_count': 3, 'following_count': 8, 'tweet_count': 7, 'listed_count': 0}",3,8,0,,,,,,,,,
Cbanderson,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
GJE,200,,"{'followers_count': 6, 'following_count': 2, 'tweet_count': 3, 'listed_count': 0}",6,2,0,,,,,,,,,
LEO2211,200,,"{'followers_count': 3, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",3,0,0,,,,,,,,,
1RedHerring,200,"Party starter, burger expert, lover of local.","{'followers_count': 443, 'following_count': 336, 'tweet_count': 176, 'listed_count': 7}",443,336,7,,,,,,,,,
Lt4201,200,"Retired Major of Police Miami Police Department. Those who fail to prepare, are preparing to Fail.","{'followers_count': 387, 'following_count': 997, 'tweet_count': 4504, 'listed_count': 10}",387,997,10,,,,,,,,,
QuarantineBeat,200,Alt acct for 🐚🔥,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ACAB ✊🏼 BLM ✊🏼 Land Back ✊🏼 Fat Lib ✊🏼,,,,,,,,,,,,,,,
Spoonie 🔥 Survivor 🔥 LGBTQ 🔥 (she/they) 🔥,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Settler on unceded Skwxwú7mesh land.,quarantinebeat,"{'followers_count': 280, 'following_count': 1129, 'tweet_count': 20847, 'listed_count': 1}",1129,1,,,,,,,,,,,
Jbb472,200,"Right to Life, 1911’s, Baseball, Cars and HD. 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸","{'followers_count': 879, 'following_count': 946, 'tweet_count': 30241, 'listed_count': 3}",879,946,3,,,,,,,,,
Tray195,200,,"{'followers_count': 11, 'following_count': 4, 'tweet_count': 3, 'listed_count': 0}",11,4,0,,,,,,,,,
Cwoolley,200,TP ENGINEERING LTD,"{'followers_count': 4, 'following_count': 1, 'tweet_count': 1, 'listed_count': 0}",4,1,0,,,,,,,,,
Blueskies1750,200,"Eagle Scout, Recovering from Disability/ LEO Sgt/SWAT. Twitter wiped my account. Trying to rebuild and connect with Hawaii Patriots.  #FinancialReset","{'followers_count': 193, 'following_count': 452, 'tweet_count': 1718, 'listed_count': 0}",193,452,0,,,,,,,,,
SixString13,200,,"{'followers_count': 1, 'following_count': 18, 'tweet_count': 24, 'listed_count': 0}",1,18,0,,,,,,,,,
brittzter,200,Saved by Grace #MAGA #DrainTheSwamp Martial Artist Ultra Runner Husband/Father Black&White no grey #Patriot #NRALifer #2A #ΜΟΛΩΝΛΑΒΕ #III%er #Semper Fi #KAG,"{'followers_count': 2631, 'following_count': 3090, 'tweet_count': 5264, 'listed_count': 0}",2631,3090,0,,,,,,,,,
Pegasus0001,200,hippie,"{'followers_count': 15, 'following_count': 85, 'tweet_count': 42, 'listed_count': 0}",15,85,0,,,,,,,,,
BethBridgman,200,,"{'followers_count': 3, 'following_count': 3, 'tweet_count': 0, 'listed_count': 0}",3,3,0,,,,,,,,,
WarFeather,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 10, 'listed_count': 0}",1,0,0,,,,,,,,,
BBKbob,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
zHarris,200,"Business, Tech, Politics, Sports, Whatever...","{'followers_count': 7, 'following_count': 190, 'tweet_count': 46, 'listed_count': 0}",7,190,0,,,,,,,,,
Keithlowry7,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 2, 'listed_count': 0}",1,0,0,,,,,,,,,
johnedm95542898,200,"Today is the 1st day of the 2nd half of my life. 2x Mayflower descendant-Avery Clan, Tonkin Gulf Yacht Club, BA/Ev/SF,PK Bible Ed, 2A deplorable. m. 43yrs","{'followers_count': 45, 'following_count': 102, 'tweet_count': 5922, 'listed_count': 1}",45,102,1,,,,,,,,,
YosemiteMo,200,,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 3, 'listed_count': 0}",0,1,0,,,,,,,,,
SavageVet,200,,"{'followers_count': 1, 'following_count': 9, 'tweet_count': 0, 'listed_count': 0}",1,9,0,,,,,,,,,
Grunts2,200,,"{'followers_count': 3, 'following_count': 30, 'tweet_count': 0, 'listed_count': 0}",3,30,0,,,,,,,,,
IrishNative,200,,"{'followers_count': 4, 'following_count': 1, 'tweet_count': 3, 'listed_count': 0}",4,1,0,,,,,,,,,
ironmario,200,,"{'followers_count': 8, 'following_count': 7, 'tweet_count': 3, 'listed_count': 0}",8,7,0,,,,,,,,,
smileydog,200,"Saving Seattle area pet owners time with free delivery of quality food since 1992. Raw, dehydrated, kibble, and canned pet food, supplements, toys and supplies","{'followers_count': 141, 'following_count': 70, 'tweet_count': 134, 'listed_count': 35}",141,70,35,,,,,,,,,
the88n3,200,real fact checker,"{'followers_count': 375, 'following_count': 1143, 'tweet_count': 17483, 'listed_count': 1}",375,1143,1,,,,,,,,,
MeanGene81,200,"Blast from the past, well not really.","{'followers_count': 1, 'following_count': 43, 'tweet_count': 31, 'listed_count': 0}",1,43,0,,,,,,,,,
Fosterscan,200,A Good Can o Beer from Down Under,"{'followers_count': 45, 'following_count': 154, 'tweet_count': 3, 'listed_count': 0}",45,154,0,,,,,,,,,
BurnsCampbell,200,,"{'followers_count': 4, 'following_count': 28, 'tweet_count': 5, 'listed_count': 0}",4,28,0,,,,,,,,,
Melodiousman,200,just lookin at life and living,"{'followers_count': 122, 'following_count': 699, 'tweet_count': 806, 'listed_count': 4}",122,699,4,,,,,,,,,
Biggmike10,200,,"{'followers_count': 1, 'following_count': 17, 'tweet_count': 5, 'listed_count': 0}",1,17,0,,,,,,,,,
BradHatfield,200,,"{'followers_count': 9, 'following_count': 179, 'tweet_count': 0, 'listed_count': 0}",9,179,0,,,,,,,,,
country99,200,,"{'followers_count': 1, 'following_count': 18, 'tweet_count': 0, 'listed_count': 0}",1,18,0,,,,,,,,,
Rodneymoore,200,,"{'followers_count': 13, 'following_count': 71, 'tweet_count': 49, 'listed_count': 0}",13,71,0,,,,,,,,,
AndyDale,200,"Partner/Presenter on Radio Northwich - family man, all round not a bad geezer. All views are my own and have no connection with Radio Northwich.","{'followers_count': 450, 'following_count': 1025, 'tweet_count': 3894, 'listed_count': 2}",450,1025,2,,,,,,,,,
Lionsden123,200,Lions Den,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 4, 'listed_count': 0}",1,0,0,,,,,,,,,
Bearkicker,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Wluker,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",1,0,0,,,,,,,,,
Mrpjung,200,"정수정 or Krystal ☆ 10241994   — f(X)'s baby. I'm like ice, babe. ㅤㅤㅤJungli r ♡ l e s.","{'followers_count': 138, 'following_count': 95, 'tweet_count': 109, 'listed_count': 0}",138,95,0,,,,,,,,,
MizzFire,200,,"{'followers_count': 1, 'following_count': 20, 'tweet_count': 1, 'listed_count': 0}",1,20,0,,,,,,,,,
Nighttrain777,200,,"{'followers_count': 7, 'following_count': 3, 'tweet_count': 18, 'listed_count': 0}",7,3,0,,,,,,,,,
Duffett82,200,,"{'followers_count': 147, 'following_count': 215, 'tweet_count': 2261, 'listed_count': 1}",147,215,1,,,,,,,,,
StephenRoot,200,Brand Builder @Intuit -,,,,,,,,,,,,,
Massachusetts raised and proud -,,,,,,,,,,,,,,,
Bay Area resident and happy -,,,,,,,,,,,,,,,
Love being in or near water!,stephenroot,"{'followers_count': 412, 'following_count': 446, 'tweet_count': 856, 'listed_count': 21}",446,21,,,,,,,,,,,
SMKY,200,http://t.co/3R5ExZuE the online authority for things to do in the Smokies,"{'followers_count': 2579, 'following_count': 173, 'tweet_count': 3927, 'listed_count': 22}",2579,173,22,,,,,,,,,
Brusky0086,200,XBL:Brusky0086,ANON,Founder of HSFN,iForge Map Designer,ForgeHub Sr Member,HaloOutpost Panelist,Twitch Streamer,https://t.co/RDzg8XmHkP.,Brusky0086,"{'followers_count': 670, 'following_count': 2105, 'tweet_count': 13451, 'listed_count': 4}",670,2105,4,
Missyprissy,200,,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 7, 'listed_count': 0}",1,0,0,,,,,,,,,
Whipdan,200,,"{'followers_count': 1, 'following_count': 3, 'tweet_count': 8, 'listed_count': 0}",1,3,0,,,,,,,,,
Nate_mackey,200,,"{'followers_count': 10, 'following_count': 8, 'tweet_count': 2, 'listed_count': 0}",10,8,0,,,,,,,,,
AkJimH,200,Trump supporter,"{'followers_count': 3, 'following_count': 46, 'tweet_count': 1766, 'listed_count': 0}",3,46,0,,,,,,,,,
Randybuckley,200,,"{'followers_count': 19, 'following_count': 74, 'tweet_count': 501, 'listed_count': 2}",19,74,2,,,,,,,,,
Gamewiz1,200,,"{'followers_count': 4, 'following_count': 6, 'tweet_count': 300, 'listed_count': 0}",4,6,0,,,,,,,,,
natworth,200,,"{'followers_count': 34, 'following_count': 48, 'tweet_count': 2163, 'listed_count': 0}",34,48,0,,,,,,,,,
Kevobx92,200,"patriot , father , grandfather , Marine , if the republic must be rebuilt atop of my bones so be it !","{'followers_count': 34, 'following_count': 193, 'tweet_count': 1212, 'listed_count': 0}",34,193,0,,,,,,,,,
MightyHunter,200,"Husband, curmudgeon, self-proclaimed Oldest Man in the World. Seattle Sports/ geekery / political hawt taeks. He/Him/His #DefundThePolice #RefundTheCommunity","{'followers_count': 767, 'following_count': 974, 'tweet_count': 50442, 'listed_count': 62}",767,974,62,,,,,,,,,
TAC155,200,Souths tragic !!! love my footy or most sports !!!,"{'followers_count': 33, 'following_count': 79, 'tweet_count': 206, 'listed_count': 0}",33,79,0,,,,,,,,,
4pXm,200,三鈷峰,"{'followers_count': 0, 'following_count': 6, 'tweet_count': 0, 'listed_count': 0}",0,6,0,,,,,,,,,
Jayhfield,200,"Tech Geek, Husband, Snow & Motorsport enthusiast. By day, shaping the digital landscape in Presales @DellEMCUKI.","{'followers_count': 21, 'following_count': 64, 'tweet_count': 18, 'listed_count': 0}",21,64,0,,,,,,,,,
GlennRea,200,"married to @Gearz17, Sr Event Manager, CMA Member, Bar 3G Transport LLC, Daddy to 2, Follower of Jesus Christ.","{'followers_count': 139, 'following_count': 216, 'tweet_count': 256, 'listed_count': 1}",139,216,1,,,,,,,,,
kjsmith1966,200,,"{'followers_count': 3, 'following_count': 13, 'tweet_count': 0, 'listed_count': 0}",3,13,0,,,,,,,,,
3percent,200,,"{'followers_count': 184, 'following_count': 389, 'tweet_count': 2426, 'listed_count': 1}",184,389,1,,,,,,,,,
CaptainKrunch,200,,"{'followers_count': 11, 'following_count': 20, 'tweet_count': 132, 'listed_count': 0}",11,20,0,,,,,,,,,
IrateAmerican,200,"Raised in Warren, Ohio. Graduated with Polit Sci degree from Ohio State. Libertarian in beliefs.","{'followers_count': 7, 'following_count': 11, 'tweet_count': 22, 'listed_count': 0}",7,11,0,,,,,,,,,
JohnnyReigns,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 16, 'listed_count': 0}",0,0,0,,,,,,,,,
DonnieK,200,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 0, 'listed_count': 1}",1,1,1,,,,,,,,,
Rhy28,200,,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",2,0,0,,,,,,,,,
GREENEYEDEVIL,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 2, 'listed_count': 0}",0,0,0,,,,,,,,,
Musicjunky1,200,,"{'followers_count': 15, 'following_count': 189, 'tweet_count': 1, 'listed_count': 0}",15,189,0,,,,,,,,,
Rkramer,200,,"{'followers_count': 3, 'following_count': 64, 'tweet_count': 0, 'listed_count': 0}",3,64,0,,,,,,,,,
DanteHayden,200,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 2, 'listed_count': 0}",1,1,0,,,,,,,,,
kp1240,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 1, 'listed_count': 0}",0,0,0,,,,,,,,,
JoDu,200,Tanta groselha nesse perfil que nem vai caber na Bio  https://t.co/mlA6ieYhfl,"{'followers_count': 579, 'following_count': 362, 'tweet_count': 57166, 'listed_count': 15}",579,362,15,,,,,,,,,
Randycoy,200,,"{'followers_count': 7, 'following_count': 33, 'tweet_count': 36, 'listed_count': 0}",7,33,0,,,,,,,,,
Jacqson,200,"Bean counter sports fan animal lover -Twin Peaks tragic 🦉#Crypto- Parra Eels, St Kilda, Sydney FC, Denver Broncos, +thoroughbreds 🐎","{'followers_count': 278, 'following_count': 947, 'tweet_count': 2242, 'listed_count': 2}",278,947,2,,,,,,,,,
TonyInElkhorn,200,You are defined only by the limits you place on yourself.,,,,,,,,,,,,,
"🇺🇸 Proud Patriot 🇺🇸 U.S. MARINE, former Law Enforcement, Pro Dogs!",,,,,,,,,,,,,,,
ENJOY LIFE! #MAGA,TonyInElkhorn,"{'followers_count': 3484, 'following_count': 3487, 'tweet_count': 5090, 'listed_count': 0}",3487,0,,,,,,,,,,,
